code,coname,house,analyst,carm,yy,mm,dd,title
23160,태광,한화투자증권,정동익,-0.006509953,2013.0,1.0,7.0,태광
83650,비에이치아이,한화투자증권,정동익,0.0679900475,2013.0,1.0,7.0,비에이치아이
102940,코오롱생명과학,한화투자증권,정보라,0.0388406128,2013.0,3.0,20.0,코오롱생명과학
9830,한화솔루션,현대증권,백영찬,0.0351981491,2013.0,3.0,19.0,한화케미칼
9830,한화솔루션,현대증권,백영찬,0.0351981491,2013.0,3.0,19.0,한화케미칼
10060,OCI,현대증권,백영찬,-0.042401851,2013.0,3.0,19.0,OCI
11170,롯데케미칼,현대증권,백영찬,0.0014981491,2013.0,3.0,19.0,롯데케미칼
11780,금호석유,현대증권,백영찬,0.0603981491,2013.0,3.0,19.0,금호석유화학
11790,SKC,현대증권,백영찬,-0.028601851,2013.0,3.0,19.0,SKC
11790,SKC,현대증권,백영찬,-0.028601851,2013.0,3.0,19.0,SKC
1450,현대해상,IBK투자증권,홍승일,-0.054810301,2014.0,11.0,3.0,현대해상
4170,신세계,KB투자증권,이지연,-0.048587197,2014.0,1.0,13.0,신세계
28150,GS홈쇼핑,KB투자증권,이지연,-0.053387197,2014.0,1.0,13.0,GS홈쇼핑
33640,네패스,KB투자증권,변한준,-0.042405232,2014.0,7.0,15.0,네패스
84370,유진테크,KB투자증권,변한준,0.0122947682,2014.0,7.0,15.0,유진테크
97230,한진중공업,KB투자증권,이상원,0.1127894436,2014.0,1.0,10.0,한진중공업
97230,한진중공업,KB투자증권,이상원,-0.068690741,2014.0,7.0,4.0,한진중공업
96530,씨젠,KDB대우증권,김현태,0.0255914119,2014.0,5.0,2.0,씨젠
660,SK하이닉스,LIG투자증권,홍성호,0.0233788654,2014.0,11.0,24.0,SK하이닉스
11170,롯데케미칼,LIG투자증권,박영훈,0.0785788654,2014.0,11.0,24.0,롯데케미칼
32640,LG유플러스,LIG투자증권,강봉우,-0.029907452,2014.0,7.0,16.0,LG유플러스
34220,LG디스플레이,LIG투자증권,홍성호,0.0159788654,2014.0,11.0,24.0,LG디스플레이
51910,LG화학,LIG투자증권,박영훈,0.0469788654,2014.0,11.0,24.0,LG화학
69260,휴켐스,LIG투자증권,박영훈,0.0131788654,2014.0,11.0,24.0,휴켐스
96770,SK이노베이션,LIG투자증권,박영훈,0.0585788654,2014.0,11.0,24.0,SK이노베이션
130960,CJ E&M,LIG투자증권,정대호,-0.084959187,2014.0,5.0,26.0,CJ E&M
810,삼성화재,NH농협증권,김태현,-0.032279316,2014.0,1.0,2.0,삼성화재
1450,현대해상,NH농협증권,김태현,0.0189206842,2014.0,1.0,2.0,현대해상
71840,롯데하이마트,NH농협증권,홍성수,0.0080561642,2014.0,6.0,9.0,롯데하이마트
84370,유진테크,NH농협증권,이선태,-0.088143836,2014.0,6.0,9.0,유진테크
1680,대상,대신증권,이선경,0.0668761363,2014.0,5.0,22.0,대상
14620,성광벤드,동양증권,이재원,0.0286725868,2014.0,2.0,24.0,성광벤드
17670,SK텔레콤,동양증권,최남곤,-0.00793532,2014.0,3.0,4.0,SK텔레콤
23160,태광,동양증권,이재원,0.0286725868,2014.0,2.0,24.0,태광
30200,KT,동양증권,최남곤,-0.01923532,2014.0,3.0,4.0,KT
32640,LG유플러스,동양증권,최남곤,-0.06193532,2014.0,3.0,4.0,LG유플러스
33630,SK브로드밴드,동양증권,최남곤,-0.05963532,2014.0,3.0,4.0,SK브로드밴드
86790,하나금융지주,리딩투자증권,배정현,0.0183307295,2014.0,9.0,1.0,하나금융
3220,대원제약,메리츠종금증권,김현욱,0.0454911473,2014.0,1.0,27.0,대원제약
5500,삼진제약,메리츠종금증권,김현욱,0.0078224779,2014.0,11.0,10.0,삼진제약
6800,미래에셋대우,메리츠종금증권,박선호,-0.066563149,2014.0,12.0,1.0,대우증권
33270,유나이티드제약,메리츠종금증권,김현욱,0.0248911473,2014.0,1.0,27.0,유나이티드제약
5440,현대그린푸드,신영증권,서정연,-0.027163149,2014.0,12.0,1.0,현대그린푸드
6730,서부T&D,신영증권,서정연,-0.016963149,2014.0,12.0,1.0,서부티엔디
7070,GS리테일,신영증권,서정연,0.0617368513,2014.0,12.0,1.0,GS리테일
23530,롯데쇼핑,신영증권,서정연,-0.036463149,2014.0,12.0,1.0,롯데쇼핑
28150,GS홈쇼핑,신영증권,서정연,-0.010163149,2014.0,12.0,1.0,GS홈쇼핑
51500,CJ프레시웨이,신영증권,서정연,0.0149368513,2014.0,12.0,1.0,CJ프레시웨이
57050,현대홈쇼핑,신영증권,서정연,-0.005463149,2014.0,12.0,1.0,현대홈쇼핑
71840,롯데하이마트,신영증권,서정연,-0.000863149,2014.0,12.0,1.0,롯데하이마트
60,메리츠화재,우리투자증권,한승희,-0.026865545,2014.0,4.0,1.0,메리츠화재
810,삼성화재,우리투자증권,한승희,0.0133344553,2014.0,4.0,1.0,삼성화재
1450,현대해상,우리투자증권,한승희,-0.031265545,2014.0,4.0,1.0,현대해상
4170,신세계,우리투자증권,박진,0.0324106038,2014.0,11.0,13.0,신세계
5830,DB손해보험,우리투자증권,한승희,-0.018965545,2014.0,4.0,1.0,동부화재
7070,GS리테일,우리투자증권,박진,0.0378106038,2014.0,11.0,13.0,GS리테일
14680,한솔케미칼,우리투자증권,이세철,0.061258853,2014.0,11.0,4.0,한솔케미칼
34220,LG디스플레이,우리투자증권,김양재,0.061358853,2014.0,11.0,4.0,LG디스플레이
139480,이마트,우리투자증권,박진,0.0459106038,2014.0,11.0,13.0,이마트
2380,KCC,유진투자증권,곽진희,-0.012426477,2014.0,1.0,14.0,KCC
9830,한화솔루션,유진투자증권,곽진희,-0.038126477,2014.0,1.0,14.0,한화케미칼
11790,SKC,유진투자증권,곽진희,0.0005735226,2014.0,1.0,14.0,SKC
11790,SKC,유진투자증권,곽진희,0.0005735226,2014.0,1.0,14.0,SKC
69260,휴켐스,유진투자증권,곽진희,0.0053735226,2014.0,1.0,14.0,휴켐스
78930,GS,유진투자증권,곽진희,-0.023126477,2014.0,1.0,14.0,GS
36460,한국가스공사,이트레이드증권,박용희,-0.060129195,2014.0,1.0,15.0,한국가스공사
390,삼화페인트,키움증권,박중선,0.0276265013,2014.0,10.0,8.0,삼화페인트
2030,아세아,키움증권,박중선,-0.047873499,2014.0,10.0,8.0,아세아
3300,한일홀딩스,키움증권,박중선,0.0457265013,2014.0,10.0,8.0,한일시멘트
5850,에스엘,키움증권,이현수,0.0541128031,2014.0,1.0,13.0,에스엘
9240,한샘,키움증권,박중선,0.0767143625,2014.0,7.0,24.0,한샘
10690,화신,키움증권,이현수,0.0346128031,2014.0,1.0,13.0,화신
11210,현대위아,키움증권,이현수,-0.033187197,2014.0,1.0,13.0,현대위아
12330,현대모비스,키움증권,이현수,0.0164128031,2014.0,1.0,13.0,현대모비스
43370,평화정공,키움증권,이현수,0.0135128031,2014.0,1.0,13.0,평화정공
78340,컴투스,키움증권,안재민,-0.038178802,2014.0,1.0,24.0,컴투스
112040,위메이드,키움증권,안재민,0.0456211982,2014.0,1.0,24.0,위메이드
3550,LG,하나대투증권,신승현,0.0197120221,2014.0,11.0,11.0,LG
31430,신세계인터내셔날,하나대투증권,박종대,-0.096987978,2014.0,11.0,11.0,신세계인터내셔날
60,메리츠화재,하이투자증권,유상호,-0.015367496,2014.0,11.0,26.0,메리츠화재보험
810,삼성화재,하이투자증권,유상호,0.0108325043,2014.0,11.0,26.0,삼성화재보험
1450,현대해상,하이투자증권,유상호,-0.003567496,2014.0,11.0,26.0,현대해상보험
1230,동국제강,현대증권,김지환,0.0143608664,2014.0,1.0,23.0,동국제강
9520,포스코엠텍,현대증권,김지환,-0.072139134,2014.0,1.0,23.0,포스코엠텍
10520,현대하이스코,현대증권,김지환,0.1205608664,2014.0,1.0,23.0,현대하이스코
66570,LG전자,현대증권,김동원,0.0054646795,2014.0,3.0,4.0,LG전자
120,CJ대한통운,KB투자증권,강성진,0.0430474674,2015.0,12.0,10.0,CJ대한통운
270,기아차,KB투자증권,신정관,0.0412281417,2015.0,10.0,13.0,기아차
3490,대한항공,KB투자증권,강성진,0.0207474674,2015.0,12.0,10.0,대한항공
5300,롯데칠성,KB투자증권,손주리,-0.058086337,2015.0,8.0,24.0,롯데칠성
5880,대한해운,KB투자증권,강성진,-0.030052533,2015.0,12.0,10.0,대한해운
11200,현대상선,KB투자증권,강성진,0.0058040403,2015.0,1.0,21.0,현대상선
11200,현대상선,KB투자증권,강성진,-0.042352533,2015.0,12.0,10.0,현대상선
15760,한국전력,KB투자증권,강성진,0.0413353186,2015.0,10.0,20.0,한국전력
20560,아시아나항공,KB투자증권,강성진,0.0353474674,2015.0,12.0,10.0,아시아나항공
31430,신세계인터내셔날,KB투자증권,양지혜,-0.091510114,2015.0,1.0,23.0,신세계인터내셔날
39130,하나투어,KB투자증권,김민정,0.1728746246,2015.0,7.0,13.0,하나투어
71840,롯데하이마트,KB투자증권,양지혜,0.0477235899,2015.0,4.0,16.0,롯데하이마트
117930,한진해운,KB투자증권,강성진,-0.024552533,2015.0,12.0,10.0,한진해운
122900,아이마켓코리아,KB투자증권,양지혜,0.0538898857,2015.0,1.0,23.0,아이마켓코리아
139480,이마트,KB투자증권,양지혜,0.0162898857,2015.0,1.0,23.0,이마트
139480,이마트,KB투자증권,양지혜,0.0162898857,2015.0,1.0,23.0,이마트
10140,삼성중공업,KDB대우증권,성기종,0.0151808016,2015.0,7.0,23.0,삼성중공업
42660,대우조선해양,KDB대우증권,성기종,0.0409808016,2015.0,7.0,23.0,대우조선해양
48260,오스템임플란트,KDB대우증권,김현태,0.0302348188,2015.0,11.0,30.0,오스템임플란트
150,두산,LIG투자증권,양형모,-0.04527741,2015.0,6.0,1.0,두산
660,SK하이닉스,LIG투자증권,신현준,0.0168314759,2015.0,11.0,17.0,SK하이닉스
1040,CJ,LIG투자증권,양형모,0.0045225905,2015.0,6.0,1.0,CJ
3550,LG,LIG투자증권,양형모,0.0109225905,2015.0,6.0,1.0,LG
3600,SK,LIG투자증권,양형모,0.1436225905,2015.0,6.0,1.0,SK
4020,현대제철,LIG투자증권,김윤상,0.0147314759,2015.0,11.0,17.0,현대제철
5490,POSCO,LIG투자증권,김윤상,-0.010668524,2015.0,11.0,17.0,POSCO
9540,한국조선해양,LIG투자증권,양형모,-0.06397741,2015.0,6.0,1.0,현대중공업
10130,고려아연,LIG투자증권,김윤상,0.0079314759,2015.0,11.0,17.0,고려아연
10140,삼성중공업,LIG투자증권,양형모,-0.00847741,2015.0,6.0,1.0,삼성중공업
11170,롯데케미칼,LIG투자증권,박영훈,0.0658314759,2015.0,11.0,17.0,롯데케미칼
12450,한화에어로스페이스,LIG투자증권,강봉우,0.1894225905,2015.0,6.0,1.0,삼성테크윈
35250,강원랜드,LIG투자증권,지인해,-0.053968524,2015.0,11.0,17.0,강원랜드
42660,대우조선해양,LIG투자증권,양형모,0.0174225905,2015.0,6.0,1.0,대우조선해양
51910,LG화학,LIG투자증권,박영훈,0.0928314759,2015.0,11.0,17.0,LG화학
60720,KH바텍,LIG투자증권,강봉우,-0.02537741,2015.0,6.0,1.0,KH바텍
91700,파트론,LIG투자증권,강봉우,-0.01837741,2015.0,6.0,1.0,파트론
96770,SK이노베이션,LIG투자증권,박영훈,0.0807314759,2015.0,11.0,17.0,SK이노베이션
103140,풍산,LIG투자증권,김윤상,0.0127314759,2015.0,11.0,17.0,풍산
114090,GKL,LIG투자증권,지인해,-0.063868524,2015.0,11.0,17.0,GKL
810,삼성화재,NH투자증권,한승희,0.0116936385,2015.0,3.0,3.0,삼성화재
810,삼성화재,NH투자증권,한승희,-0.012957294,2015.0,8.0,3.0,삼성화재
1450,현대해상,NH투자증권,한승희,-0.036406361,2015.0,3.0,3.0,현대해상
1450,현대해상,NH투자증권,한승희,0.0774427061,2015.0,8.0,3.0,현대해상
5830,DB손해보험,NH투자증권,한승희,-0.043106361,2015.0,3.0,3.0,동부화재
5830,DB손해보험,NH투자증권,한승희,0.1314427061,2015.0,8.0,3.0,동부화재
35720,카카오,NH투자증권,정재우,0.055915026,2015.0,1.0,15.0,다음카카오
640,동아쏘시오홀딩스,SK증권,하태기,0.078041995,2015.0,11.0,18.0,동아쏘시오홀딩스
170900,동아에스티,SK증권,하태기,-0.030958005,2015.0,11.0,18.0,동아에스티
1430,세아베스틸,대신증권,이종형,-0.009110782,2015.0,11.0,10.0,세아베스틸
4020,현대제철,대신증권,이종형,-0.034510782,2015.0,11.0,10.0,현대제철
5490,POSCO,대신증권,이종형,-0.057410782,2015.0,11.0,10.0,POSCO
34020,두산중공업,대신증권,이지윤,0.1016106642,2015.0,11.0,24.0,두산중공업
39830,오로라,대신증권,김영주,0.0544834986,2015.0,6.0,8.0,오로라
47810,한국항공우주,대신증권,이지윤,-0.030089336,2015.0,11.0,24.0,한국항공우주
103140,풍산,대신증권,이종형,0.0049892175,2015.0,11.0,10.0,풍산
105560,KB금융,대신증권,최정욱,-0.026735548,2015.0,11.0,23.0,KB금융
660,SK하이닉스,메리츠종금증권,박유악,-0.039006361,2015.0,3.0,3.0,SK하이닉스
3220,대원제약,메리츠종금증권,김현욱,0.0037204101,2015.0,3.0,23.0,대원제약
3220,대원제약,메리츠종금증권,김현욱,0.0104905248,2015.0,8.0,17.0,대원제약
3490,대한항공,메리츠종금증권,김승철,0.028682917,2015.0,3.0,13.0,대한항공
3490,대한항공,메리츠종금증권,김승철,0.0100126836,2015.0,12.0,4.0,대한항공
5500,삼진제약,메리츠종금증권,김현욱,-0.010293677,2015.0,3.0,9.0,삼진제약
5500,삼진제약,메리츠종금증권,김현욱,-0.063990528,2015.0,9.0,7.0,삼진제약
5880,대한해운,메리츠종금증권,김승철,0.0907126836,2015.0,12.0,4.0,대한해운
5930,삼성전자,메리츠종금증권,박유악,0.0298936385,2015.0,3.0,3.0,삼성전자
8770,호텔신라,메리츠종금증권,김승철,0.0153126836,2015.0,12.0,4.0,호텔신라
15760,한국전력,메리츠종금증권,김승철,0.0678474674,2015.0,12.0,10.0,한국전력공사
20560,아시아나항공,메리츠종금증권,김승철,0.103382917,2015.0,3.0,13.0,아시아나항공
20560,아시아나항공,메리츠종금증권,김승철,0.0054126836,2015.0,12.0,4.0,아시아나항공
34220,LG디스플레이,메리츠종금증권,박유악,-0.077806361,2015.0,3.0,3.0,LG디스플레이
39130,하나투어,메리츠종금증권,김승철,-0.009287316,2015.0,12.0,4.0,하나투어
51600,한전KPS,메리츠종금증권,김승철,-0.036252533,2015.0,12.0,10.0,한전KPS
52690,한전기술,메리츠종금증권,김승철,-0.12099596,2015.0,1.0,21.0,한전기술
52690,한전기술,메리츠종금증권,김승철,-0.007152533,2015.0,12.0,10.0,한국전력기술
69620,대웅제약,메리츠종금증권,김현욱,0.0309705731,2015.0,5.0,11.0,대웅제약
80160,모두투어,메리츠종금증권,김승철,0.0412126836,2015.0,12.0,4.0,모두투어
84110,휴온스글로벌,메리츠종금증권,김현욱,0.0421613866,2015.0,3.0,2.0,휴온스
84110,휴온스글로벌,메리츠종금증권,김현욱,-0.026709475,2015.0,8.0,17.0,휴온스
86280,현대글로비스,메리츠종금증권,김승철,-0.010187316,2015.0,12.0,4.0,현대글로비스
92070,디엔에프,메리츠종금증권,박유악,-0.053188522,2015.0,6.0,22.0,디엔에프
117930,한진해운,메리츠종금증권,김승철,-0.030087316,2015.0,12.0,4.0,한진해운
720,현대건설,삼성증권,윤석모,-0.04517604,2015.0,12.0,7.0,현대건설
810,삼성화재,삼성증권,장효선,0.0177239605,2015.0,12.0,7.0,삼성화재
8770,호텔신라,삼성증권,양일우,-0.03217604,2015.0,12.0,7.0,호텔신라
11070,LG이노텍,삼성증권,이종욱,-0.00797604,2015.0,12.0,7.0,LG이노텍
46440,KG모빌리언스,삼성증권,오동환,0.0620791019,2015.0,1.0,16.0,KG모빌리언스
60250,NHN한국사이버결제,삼성증권,오동환,0.0029791019,2015.0,1.0,16.0,한국사이버결제
71320,지역난방공사,삼성증권,범수진,-0.018959663,2015.0,1.0,14.0,지역난방공사
71320,지역난방공사,삼성증권,범수진,0.0390235899,2015.0,4.0,16.0,지역난방공사
105560,KB금융,삼성증권,김재우,0.0088239605,2015.0,12.0,7.0,KB금융
9150,삼성전기,신영증권,임돌이,0.0136838723,2015.0,1.0,22.0,삼성전기
11070,LG이노텍,신영증권,임돌이,-0.020916128,2015.0,1.0,22.0,LG이노텍
31430,신세계인터내셔날,신영증권,서정연,0.1332048807,2015.0,12.0,24.0,신세계인터내셔날
34220,LG디스플레이,신영증권,임돌이,-0.034616128,2015.0,1.0,22.0,LG디스플레이
3450,현대증권,신한금융투자,손미지,0.2305150672,2015.0,4.0,13.0,현대증권
2380,KCC,유진투자증권,곽진희,0.0681403367,2015.0,1.0,14.0,KCC
69260,휴켐스,유진투자증권,곽진희,0.0349403367,2015.0,1.0,14.0,휴켐스
96770,SK이노베이션,유진투자증권,곽진희,-0.025759663,2015.0,1.0,14.0,SK이노베이션
120110,코오롱인더,유진투자증권,곽진희,0.0262403367,2015.0,1.0,14.0,코오롱인더스트리
270,기아차,키움증권,최원경,-0.065189336,2015.0,11.0,24.0,기아차
5380,현대차,키움증권,최원경,-0.065089336,2015.0,11.0,24.0,현대차
39130,하나투어,키움증권,조병희,0.002731386,2015.0,9.0,16.0,하나투어
10690,화신,토러스투자증권,유지웅,0.0084857035,2015.0,1.0,12.0,화신
112040,위메이드,토러스투자증권,유승준,-0.106412517,2015.0,2.0,2.0,위메이드
80,하이트진로,하나금융투자,심은주,-0.041042272,2015.0,10.0,7.0,하이트진로
4990,롯데지주,하나금융투자,심은주,-0.035442272,2015.0,10.0,7.0,롯데제과
5180,빙그레,하나금융투자,심은주,-0.053642272,2015.0,10.0,7.0,빙그레
5300,롯데칠성,하나금융투자,심은주,-0.102842272,2015.0,10.0,7.0,롯데칠성
5990,매일홀딩스,하나금융투자,심은주,-0.007742272,2015.0,10.0,7.0,매일유업
6040,동원산업,하나금융투자,심은주,-0.097342272,2015.0,10.0,7.0,동원산업
33780,KT&G,하나금융투자,심은주,-0.014642272,2015.0,10.0,7.0,KT&G
33780,KT&G,하나금융투자,심은주,-0.014642272,2015.0,10.0,7.0,KT&G
34730,SK,하나금융투자,오진원,-0.024107438,2015.0,11.0,9.0,SK
49770,동원F&B,하나금융투자,심은주,-0.063842272,2015.0,10.0,7.0,동원F&B
51600,한전KPS,하나금융투자,신민석,-0.026507438,2015.0,11.0,9.0,한전KPS
57050,현대홈쇼핑,하나금융투자,박종대,-0.001907438,2015.0,11.0,9.0,현대홈쇼핑
69960,현대백화점,하나금융투자,박종대,-0.042107438,2015.0,11.0,9.0,현대백화점
38540,상상인,하나대투증권,이정기,-0.05315468,2015.0,4.0,1.0,텍셀네트컴
43610,지니뮤직,하나대투증권,이정기,0.0017613866,2015.0,3.0,2.0,KT뮤직
68240,다원시스,하나대투증권,이정기,0.0734613866,2015.0,3.0,2.0,다원시스
69640,한세엠케이,하나대투증권,이정기,-0.011538613,2015.0,3.0,2.0,엠케이트렌드
88910,동우팜투테이블,하나대투증권,이정기,0.0001453197,2015.0,4.0,1.0,동우
9830,한화솔루션,하이투자증권,이동욱,0.0590348188,2015.0,11.0,30.0,한화케미칼
11170,롯데케미칼,하이투자증권,이동욱,-0.011465181,2015.0,11.0,30.0,롯데케미칼
93050,LF,하이투자증권,손효주,-0.072136715,2015.0,5.0,27.0,LF
2350,넥센타이어,현대증권,채희근,-0.065989336,2015.0,11.0,24.0,넥센타이어
10130,고려아연,현대증권,한기현,0.032219493,2015.0,12.0,3.0,고려아연
11070,LG이노텍,현대증권,김동원,0.0661975018,2015.0,3.0,18.0,LG이노텍
34220,LG디스플레이,현대증권,김동원,0.0382975018,2015.0,3.0,18.0,LG디스플레이
43370,평화정공,현대증권,채희근,-0.009689336,2015.0,11.0,24.0,평화정공
43370,평화정공,현대증권,채희근,-0.009689336,2015.0,11.0,24.0,평화정공
64960,S&T모티브,현대증권,채희근,0.0691106642,2015.0,11.0,24.0,S&T 티브
66570,LG전자,현대증권,김동원,-0.018802498,2015.0,3.0,18.0,LG전자
86280,현대글로비스,현대증권,채희근,-0.009789336,2015.0,11.0,24.0,현대글로비스
103140,풍산,현대증권,한기현,0.025219493,2015.0,12.0,3.0,풍산
122350,삼기오토모티브,현대증권,채희근,0.0323106642,2015.0,11.0,24.0,삼기오토모티브
161390,한국타이어앤테크놀로지,현대증권,채희근,-0.026389336,2015.0,11.0,24.0,한국타이어
120,CJ대한통운,KB투자증권,강성진,-0.052417269,2016.0,11.0,30.0,CJ대한통운
150,두산,KB투자증권,강선아,0.0656917496,2016.0,11.0,15.0,두산
150,두산,KB투자증권,강선아,0.0656917496,2016.0,11.0,15.0,두산
1040,CJ,KB투자증권,강선아,0.0537917496,2016.0,11.0,15.0,CJ
3490,대한항공,KB투자증권,강성진,-0.010017269,2016.0,11.0,30.0,대한항공
3550,LG,KB투자증권,강선아,-0.03050825,2016.0,11.0,15.0,LG
3550,LG,KB투자증권,강선아,-0.03050825,2016.0,11.0,15.0,LG
5880,대한해운,KB투자증권,강성진,-0.125917269,2016.0,11.0,30.0,대한해운
6650,대한유화,KB투자증권,이재원,0.0573684554,2016.0,10.0,18.0,대한유화
11780,금호석유,KB투자증권,이재원,-0.030124168,2016.0,7.0,20.0,금호석유
11790,SKC,KB투자증권,이재원,-0.012524168,2016.0,7.0,20.0,SKC
15760,한국전력,KB투자증권,강성진,-0.078317269,2016.0,11.0,30.0,한국전력
20560,아시아나항공,KB투자증권,강성진,-0.011117269,2016.0,11.0,30.0,아시아나항공
28670,팬오션,KB투자증권,강성진,0.0375827306,2016.0,11.0,30.0,팬오션
34730,SK,KB투자증권,강선아,0.0473917496,2016.0,11.0,15.0,SK
36460,한국가스공사,KB투자증권,강성진,0.0031827306,2016.0,11.0,30.0,한국가스공사
51600,한전KPS,KB투자증권,강성진,-0.027717269,2016.0,11.0,30.0,한전KPS
52690,한전기술,KB투자증권,강성진,-0.013668965,2016.0,1.0,29.0,한전기술
52690,한전기술,KB투자증권,강성진,0.0090827306,2016.0,11.0,30.0,한전기술
64960,S&T모티브,KB투자증권,신정관,-0.046773792,2016.0,1.0,11.0,S&T모티브
89590,제주항공,KB투자증권,강성진,-0.036917269,2016.0,11.0,30.0,제주항공
181710,NHN,KB투자증권,이동륜,-0.093284512,2016.0,1.0,19.0,NHN엔터테인먼트
47810,한국항공우주,KTB투자증권,강태현,-0.018438493,2016.0,5.0,17.0,한국항공우주
29460,케이씨,LIG투자증권,신현준,0.0128911936,2016.0,5.0,30.0,케이씨텍
29460,케이씨,LIG투자증권,신현준,0.0128911936,2016.0,5.0,30.0,케이씨텍
34220,LG디스플레이,LIG투자증권,신현준,-0.035008806,2016.0,5.0,30.0,LG디스플레이
40160,누리텔레콤,LIG투자증권,김인필,0.0419911936,2016.0,5.0,30.0,누리텔레콤
84650,랩지노믹스,LIG투자증권,김인필,-0.074408806,2016.0,5.0,30.0,랩지노믹스
138930,BNK금융지주,LIG투자증권,은경완,-0.014208806,2016.0,5.0,30.0,BNK금융지주
5250,녹십자홀딩스,SK증권,하태기,0.1773045118,2016.0,1.0,6.0,녹십자홀딩스
69110,코스온,대신증권,박신애,0.0699850956,2016.0,4.0,7.0,코스온
78520,에이블씨엔씨,대신증권,박신애,0.0595850956,2016.0,4.0,7.0,에이블씨엔씨
20560,아시아나항공,메리츠종금증권,김승철,-0.033061974,2016.0,10.0,5.0,아시아나항공
36490,SK머티리얼즈,메리츠종금증권,박유악,0.0836159362,2016.0,5.0,23.0,SK머티리얼즈
36830,솔브레인,메리츠종금증권,박유악,-0.006884064,2016.0,5.0,23.0,솔브레인
51600,한전KPS,메리츠종금증권,김승철,-0.058300226,2016.0,10.0,17.0,한전KPS
58470,리노공업,메리츠종금증권,박유악,0.0046159362,2016.0,5.0,23.0,리노공업
71320,지역난방공사,메리츠종금증권,김승철,0.0136997738,2016.0,10.0,17.0,지역난방공사
89590,제주항공,메리츠종금증권,김승철,-0.059661974,2016.0,10.0,5.0,제주항공
92070,디엔에프,메리츠종금증권,박유악,-0.026984064,2016.0,5.0,23.0,디엔에프
108320,실리콘웍스,메리츠종금증권,박유악,0.0313159362,2016.0,5.0,23.0,실리콘웍스
23530,롯데쇼핑,삼성증권,남옥진,0.0032498041,2016.0,1.0,21.0,롯데쇼핑
28150,GS홈쇼핑,삼성증권,남옥진,0.0147498041,2016.0,1.0,21.0,GS홈쇼핑
51910,LG화학,삼성증권,장정훈,-0.044539747,2016.0,1.0,7.0,LG화학
4490,세방전지,신영증권,이재일,-0.019691759,2016.0,7.0,13.0,세방전지
64960,S&T모티브,신영증권,이재일,-0.058591759,2016.0,7.0,13.0,S&T모티브
204320,만도,신영증권,이재일,0.024684606,2016.0,10.0,11.0,만도
30210,KTB투자증권,신한금융투자,손미지,-0.03945,2016.0,5.0,19.0,KTB투자증권
39130,하나투어,키움증권,조병희,0.0378940433,2016.0,11.0,28.0,하나투어
41510,에스엠,키움증권,홍정표,-0.055838712,2016.0,11.0,24.0,에스엠
180640,한진칼,키움증권,조병희,-0.010705957,2016.0,11.0,28.0,한진칼
1800,오리온홀딩스,하나금융투자,심은주,-0.046435264,2016.0,1.0,13.0,오리온
2270,롯데푸드,하나금융투자,심은주,0.0092647364,2016.0,1.0,13.0,롯데푸드
4370,농심,하나금융투자,심은주,0.0313647364,2016.0,1.0,13.0,농심
4370,농심,하나금융투자,심은주,0.0313647364,2016.0,1.0,13.0,농심
4990,롯데지주,하나금융투자,심은주,0.0258647364,2016.0,1.0,13.0,롯데제과
4990,롯데지주,하나금융투자,심은주,0.0258647364,2016.0,1.0,13.0,롯데제과
5180,빙그레,하나금융투자,심은주,0.0213647364,2016.0,1.0,13.0,빙그레
5300,롯데칠성,하나금융투자,심은주,-0.025035264,2016.0,1.0,13.0,롯데칠성
5440,현대그린푸드,하나금융투자,심은주,-0.002935264,2016.0,1.0,13.0,현대그린푸드
33780,KT&G,하나금융투자,심은주,-0.000635264,2016.0,1.0,13.0,KT&G
33780,KT&G,하나금융투자,심은주,-0.000635264,2016.0,1.0,13.0,KT&G
49430,코메론,하나금융투자,이정기,0.0425054667,2016.0,11.0,22.0,코메론
54620,APS홀딩스,하나금융투자,이원식,-0.045394533,2016.0,11.0,22.0,AP시스템
17670,SK텔레콤,한화투자증권,송재경,-0.036915865,2016.0,6.0,20.0,SK텔레콤
30200,KT,한화투자증권,송재경,-0.020715865,2016.0,6.0,20.0,KT
32640,LG유플러스,한화투자증권,송재경,0.0160841346,2016.0,6.0,20.0,LG유플러스
80,하이트진로,현대증권,박애란,-0.002794533,2016.0,11.0,22.0,하이트진로
1680,대상,현대증권,박애란,0.0045063467,2016.0,1.0,14.0,대상
1680,대상,현대증권,박애란,-0.043924442,2016.0,5.0,26.0,대상
1680,대상,현대증권,박애란,-0.068894533,2016.0,11.0,22.0,대상
2790,아모레G,현대증권,이달미,-0.012942087,2016.0,12.0,1.0,아모레G
4370,농심,현대증권,박애란,0.0446063467,2016.0,1.0,14.0,농심
4370,농심,현대증권,박애란,0.0446063467,2016.0,1.0,14.0,농심
4370,농심,현대증권,박애란,-0.038994533,2016.0,11.0,22.0,농심
4370,농심,현대증권,박애란,-0.038994533,2016.0,11.0,22.0,농심
4990,롯데지주,현대증권,박애란,-0.062224442,2016.0,5.0,26.0,롯데제과
5180,빙그레,현대증권,박애란,0.0287063467,2016.0,1.0,14.0,빙그레
5180,빙그레,현대증권,박애란,-0.056494533,2016.0,11.0,22.0,빙그레
5180,빙그레,현대증권,박애란,-0.056494533,2016.0,11.0,22.0,빙그레
5300,롯데칠성,현대증권,박애란,-0.043494533,2016.0,11.0,22.0,롯데칠성
